"processid","processname","type","objectname"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT\Control Panel\International"
﻿"3240","dwm.exe","ALPC Port","\Sessions\2\Windows\DispBrokerPort"
﻿"3240","dwm.exe","Mutant","\Sessions\2\BaseNamedObjects\DBWinMutex"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\PerceptionSimulationExtensions"
﻿"3240","dwm.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\SystemCertificates"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Policies\Microsoft\SystemCertificates"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","File","C:\Windows\System32"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 3c863e0d-c91e-431e-88b6-c1ab197fb39b"
﻿"3240","dwm.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(3240)-TID(4200) 8c1df6b1-de82-438c-a4d5-1b8eac50c2c4"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","File","\Device\DeviceApi"
﻿"3240","dwm.exe","ALPC Port","\Sessions\2\BaseNamedObjects\SIPC_{2819B8FF-EB1C-4652-80F0-7AB4EFA88BE4}"
﻿"3240","dwm.exe","Event","\Sessions\2\BaseNamedObjects\DwmComposedEvent_1"
﻿"3240","dwm.exe","Event","\Sessions\2\BaseNamedObjects\DwmComposedEvent_1"
﻿"3240","dwm.exe","Section","\Sessions\2\Windows\Theme1631107097"
﻿"3240","dwm.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\user32.dll.mui"
﻿"3240","dwm.exe","Desktop","\Winlogon"
﻿"3240","dwm.exe","Event","\Sessions\2\BaseNamedObjects\DWM_DX_FULLSCREEN_TRANSITION_EVENT"
﻿"3240","dwm.exe","File","C:\Windows\SystemResources\imageres.dll.mun"
﻿"3240","dwm.exe","File","C:\Windows\Fonts\StaticCache.dat"
﻿"3240","dwm.exe","Desktop","\Default"
﻿"3240","dwm.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\DWM"
﻿"3240","dwm.exe","File","C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"4416","svchost.exe","Directory","\KnownDlls"
﻿"4416","svchost.exe","File","C:\Windows\System32"
﻿"4416","svchost.exe","Mutant","\BaseNamedObjects\SM0:4416:304:WilStaging_02"
﻿"4416","svchost.exe","Directory","\BaseNamedObjects"
﻿"4416","svchost.exe","Semaphore","\BaseNamedObjects\SM0:4416:304:WilStaging_02_p0"
﻿"4416","svchost.exe","Semaphore","\BaseNamedObjects\SM0:4416:304:WilStaging_02_p0h"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"4416","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"4416","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"4416","svchost.exe","File","\Device\CNG"
﻿"4416","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"4416","svchost.exe","Desktop","\Default"
﻿"4416","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"4416","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"4416","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"4416","svchost.exe","File","\Device\DeviceApi"
﻿"4416","svchost.exe","ALPC Port","\RPC Control\LRPC-fd0db3515a9c666c15"
﻿"4416","svchost.exe","File","\Device\DeviceApi"
﻿"4416","svchost.exe","File","\Device\DeviceApi"
﻿"4416","svchost.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"4416","svchost.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"4416","svchost.exe","File","\Device\Mup\TSCLIENT\SCARD\2"
﻿"272","rdpclip.exe","Directory","\KnownDlls"
﻿"272","rdpclip.exe","File","C:\Windows\System32"
﻿"272","rdpclip.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:272:304:WilStaging_02"
﻿"272","rdpclip.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"272","rdpclip.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:272:304:WilStaging_02_p0"
﻿"272","rdpclip.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:272:304:WilStaging_02_p0h"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"272","rdpclip.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"272","rdpclip.exe","Desktop","\Default"
﻿"272","rdpclip.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"272","rdpclip.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\rdpclip.exe.mui"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\HwOrder"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\ProviderOrder"
﻿"272","rdpclip.exe","File","\Device\DeviceApi"
﻿"272","rdpclip.exe","File","\Device\KsecDD"
﻿"272","rdpclip.exe","File","\Device\KsecDD"
﻿"272","rdpclip.exe","Mutant","\Sessions\2\BaseNamedObjects\RdpClipAlreadyRunningMutex"
﻿"272","rdpclip.exe","File","\Device\NamedPipe\TSVCPIPE-eeb18e39-04fe-4c91-98c7-d0157f91afd6"
﻿"272","rdpclip.exe","ALPC Port","\RPC Control\HintApiRPCEntry#2"
﻿"272","rdpclip.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"272","rdpclip.exe","File","\Device\CNG"
﻿"272","rdpclip.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"272","rdpclip.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"272","rdpclip.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"272","rdpclip.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"272","rdpclip.exe","Section","\Windows\Theme3388993303"
﻿"272","rdpclip.exe","Section","\Sessions\2\Windows\Theme1631107097"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"272","rdpclip.exe","File","\Device\DeviceApi"
﻿"272","rdpclip.exe","File","\Device\DeviceApi"
﻿"272","rdpclip.exe","File","\Device\NamedPipe\TSVCPIPE-6e5b4ca6-9a3d-4375-b0c6-595e55c4ebb6"
﻿"272","rdpclip.exe","ALPC Port","\RPC Control\UMRdpEndpoint_2"
﻿"272","rdpclip.exe","Event","\Sessions\2\BaseNamedObjects\ShellDesktopSwitchEvent"
﻿"272","rdpclip.exe","Event","\Sessions\2\BaseNamedObjects\RDPClip-Disconnect"
﻿"272","rdpclip.exe","Event","\Sessions\2\BaseNamedObjects\RDPClip-Reconnect"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"272","rdpclip.exe","File","\Device\NamedPipe\TSVCPIPE-5688bcb0-26a0-489e-a1de-ff83ddf27d50"
﻿"272","rdpclip.exe","ALPC Port","\RPC Control\OLE2FD903E9B2136916DFAB54776BF1"
﻿"272","rdpclip.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings\Software\Microsoft"
﻿"272","rdpclip.exe","File","\Device\Nsi"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters\Interfaces"
﻿"272","rdpclip.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip6\Parameters\Interfaces"
﻿"604","sihost.exe","Directory","\KnownDlls"
﻿"604","sihost.exe","File","C:\Windows\System32"
﻿"604","sihost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:604:304:WilStaging_02"
﻿"604","sihost.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"604","sihost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:604:304:WilStaging_02_p0"
﻿"604","sihost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:604:304:WilStaging_02_p0h"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings\Software\Microsoft"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings"
﻿"604","sihost.exe","File","\Device\CNG"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"604","sihost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"604","sihost.exe","Desktop","\Default"
﻿"604","sihost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"604","sihost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"604","sihost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom\ClassIndex"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"604","sihost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"604","sihost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"604","sihost.exe","ALPC Port","\RPC Control\OLEEF7FA17F6F1AF7051EA88DDD4D9F"
﻿"604","sihost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:604:120:WilError_03"
﻿"604","sihost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:604:120:WilError_03_p0"
﻿"604","sihost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:604:120:WilError_03_p0h"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\HwOrder"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\NetworkProvider\ProviderOrder"
﻿"604","sihost.exe","Key","\REGISTRY\USER"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\Server"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\BINotifiedNewSessionEvent"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\NavigationServer Started"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\Stop NavigationServer"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\Stop NavigationServer"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) a5c8e178-33ec-4a04-841e-b057bc57179c"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) eb01bf24-c426-4a7f-9a9a-2d5ccbba75f0"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 8a0440d8-7709-4c3f-ba49-65cd064ad40c"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 8c45bc1e-8f2f-4ef1-b67b-d37c713047fa"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 2d6fe6ed-befa-47ac-80ae-112d3fac365f"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 4715b814-eea2-432f-9a31-a3e672871ad8"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) ccbe5af0-f598-44a8-9bfb-b57a98e47003"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 0d5987f5-d5d6-4734-b1d9-cd1cf80017c5"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 8c23989e-bc5d-4d82-b71c-01f8b18bf624"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 8e5921cd-5194-4bfa-aef4-da1435dc8b53"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\CoreUI\Navigation\ActivationPolicy"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Main"
﻿"604","sihost.exe","File","\Device\DeviceApi"
﻿"604","sihost.exe","ALPC Port","\RPC Control\LRPC-a6631b5356a5b1a8fd"
﻿"604","sihost.exe","ALPC Port","\BaseNamedObjects\[CoreUI]-PID(604)-TID(5268) 57a3816d-b9f0-47c2-bc53-cc4f8b349e1a"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\SIHostShutdownEvent"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\Extensions"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Extensions"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\Extensions\ContractId"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Extensions\ContractId"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses\Package"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\ActivatableClasses"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\ActivatableClasses\Package"
﻿"604","sihost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\KernelBase.dll.mui"
﻿"604","sihost.exe","File","\Device\KsecDD"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-MicrosoftWindows.Client.CBS_1000.19041.1000.0_x64__cw5n1h2txyewy+InputApp"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy+App"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy+CortanaUI"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy+ShellFeedsUI"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy+App"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"604","sihost.exe","Event","\Sessions\2\BaseNamedObjects\AppLaunchGrace-Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy+CortanaUI#{7b087ce3-9f6f-4bc8-b130-887c88cc78bf}"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"604","sihost.exe","Section","\Sessions\2\BaseNamedObjects\windows_shell_global_counters"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Security"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"604","sihost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"604","sihost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Security"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"2616","svchost.exe","Directory","\KnownDlls"
﻿"2616","svchost.exe","File","C:\Windows\System32"
﻿"2616","svchost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:2616:304:WilStaging_02"
﻿"2616","svchost.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"2616","svchost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:2616:304:WilStaging_02_p0"
﻿"2616","svchost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:2616:304:WilStaging_02_p0h"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings\Software\Microsoft"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings"
﻿"2616","svchost.exe","File","\Device\CNG"
﻿"2616","svchost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"2616","svchost.exe","Desktop","\Default"
﻿"2616","svchost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"2616","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"2616","svchost.exe","File","\Device\DeviceApi"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Main"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Security"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Security"
﻿"2616","svchost.exe","File","\Device\KsecDD"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"2616","svchost.exe","ALPC Port","\RPC Control\OLE23700D66F58D844F4212BEBE1B97"
﻿"2616","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"2616","svchost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\Server"
﻿"2616","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"2616","svchost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Mobility"
﻿"2616","svchost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:2616:120:WilError_03"
﻿"2616","svchost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:2616:120:WilError_03_p0"
﻿"2616","svchost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:2616:120:WilError_03_p0h"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"2616","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"2616","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\SystemCertificates\CA"
﻿"2616","svchost.exe","Semaphore","\Sessions\2\BaseNamedObjects\CDP_CALLBACK_66D6CADD-9DF3-8B06-9AA4-F413EDB6DA1C"
