"eventrecordid","providername","providerguid","eventid","version","level","keywords","task","opcode","createdsystemtime","correlationactivityid","correlationrelatedactivityid","executionprocessid","executionthreadid","channel","computer","securityuserid","evtrenderdata"
ï»¿"2408","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","1","2","INFORMATION"," ","5","0","1690881682"," "," ","4","4460","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>1</EventID><Version>2</Version><Level>4</Level><Task>5</Task><Opcode>0</Opcode><Keywords>0x8000000000000010</Keywords><TimeCreated SystemTime='2023-08-01T09:21:22.7258611Z'/><EventRecordID>2408</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='4460'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data Name='NewTime'>2023-08-01T09:21:22.5000000Z</Data><Data Name='OldTime'>2023-07-28T07:47:22.8927982Z</Data><Data Name='Reason'>2</Data><Data Name='ProcessName'></Data><Data Name='ProcessID'>4</Data></EventData></Event>"
ï»¿"2409","e1i65x64"," ","1610874912","0","INFORMATION"," ","0","0","1690881683"," "," ","4","11052","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='e1i65x64'/><EventID Qualifiers='24580'>32</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:21:23.4789355Z'/><EventRecordID>2409</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='11052'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data></Data><Data>Intel(R) 82574L Gigabit Network Connection</Data><Binary>0000040002003000000000002000046000000000000000000000000000000000000000000000000020000460</Binary></EventData></Event>"
ï»¿"2410","Microsoft-Windows-Power-Troubleshooter","{CDC05E28-C449-49C6-B9D2-88CF761644DF}","1","3","INFORMATION"," ","0","0","1690881685","{B4F13A9E-AF8D-4BB0-B815-09F81C7B8EDE}"," ","2508","10260","System","DESKTOP-TC5H5CS","S-1-5-19","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Power-Troubleshooter' Guid='{cdc05e28-c449-49c6-b9d2-88cf761644df}'/><EventID>1</EventID><Version>3</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:21:25.3118688Z'/><EventRecordID>2410</EventRecordID><Correlation ActivityID='{b4f13a9e-af8d-4bb0-b815-09f81c7b8ede}'/><Execution ProcessID='2508' ThreadID='10260'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-19'/></System><EventData><Data Name='SleepTime'>2023-07-28T07:47:11.0852635Z</Data><Data Name='WakeTime'>2023-08-01T09:21:23.4159386Z</Data><Data Name='SleepDuration'>6067</Data><Data Name='WakeDuration'>689</Data><Data Name='DriverInitDuration'>159</Data><Data Name='BiosInitDuration'>0</Data><Data Name='HiberWriteDuration'>0</Data><Data Name='HiberReadDuration'>0</Data><Data Name='HiberPagesWritten'>0</Data><Data Name='Attributes'>1912622080</Data><Data Name='TargetState'>2</Data><Data Name='EffectiveState'>2</Data><Data Name='WakeSourceType'>1</Data><Data Name='WakeSourceTextLength'>0</Data><Data Name='WakeSourceText'></Data><Data Name='WakeTimerOwnerLength'>0</Data><Data Name='WakeTimerContextLength'>0</Data><Data Name='NoMultiStageResumeReason'>0</Data><Data Name='WakeTimerOwner'></Data><Data Name='WakeTimerContext'></Data><Data Name='CheckpointDuration'>28</Data></EventData></Event>"
ï»¿"2411","Service Control Manager","{555908D1-A6D7-4695-8E1E-26931D2012F4}","1073748864","0","INFORMATION"," ","0","0","1690881686"," "," ","676","4348","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Service Control Manager' Guid='{555908d1-a6d7-4695-8e1e-26931d2012f4}' EventSourceName='Service Control Manager'/><EventID Qualifiers='16384'>7040</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:21:26.8070199Z'/><EventRecordID>2411</EventRecordID><Correlation/><Execution ProcessID='676' ThreadID='4348'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='param1'>Background Intelligent Transfer Service</Data><Data Name='param2'>«ü©w±Ò°Ê</Data><Data Name='param3'>¦Û°Ê±Ò°Ê</Data><Data Name='param4'>BITS</Data></EventData></Event>"
ï»¿"2412","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","44","1","INFORMATION"," ","1","12","1690881736"," "," ","13208","7656","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>44</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>12</Opcode><Keywords>0x8000000000002004</Keywords><TimeCreated SystemTime='2023-08-01T09:22:16.3920688Z'/><EventRecordID>2412</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='7656'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>Microsoft Defender Antivirus ¦w¥þ´¼¯à§ó·s - KB2267602 ¡]ª©¥» 1.393.1988.0¡^</Data><Data Name='updateGuid'>{c7c80fa9-6e14-49e4-89df-b9aacee84879}</Data><Data Name='updateRevisionNumber'>200</Data></EventData></Event>"
ï»¿"2413","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","43","1","INFORMATION"," ","1","13","1690881737"," "," ","13208","13020","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>43</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000002008</Keywords><TimeCreated SystemTime='2023-08-01T09:22:17.1601986Z'/><EventRecordID>2413</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='13020'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>Microsoft Defender Antivirus ¦w¥þ´¼¯à§ó·s - KB2267602 ¡]ª©¥» 1.393.1988.0¡^</Data><Data Name='updateGuid'>{c7c80fa9-6e14-49e4-89df-b9aacee84879}</Data><Data Name='updateRevisionNumber'>200</Data></EventData></Event>"
ï»¿"2414","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","19","1","INFORMATION"," ","1","13","1690881751"," "," ","13208","13020","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>19</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000000018</Keywords><TimeCreated SystemTime='2023-08-01T09:22:31.0625070Z'/><EventRecordID>2414</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='13020'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>Microsoft Defender Antivirus ¦w¥þ´¼¯à§ó·s - KB2267602 ¡]ª©¥» 1.393.1988.0¡^</Data><Data Name='updateGuid'>{c7c80fa9-6e14-49e4-89df-b9aacee84879}</Data><Data Name='updateRevisionNumber'>200</Data><Data Name='serviceGuid'>{9482f4b4-e343-43b6-b170-9a65bc822c77}</Data></EventData></Event>"
ï»¿"2415","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690881853"," "," ","10336","3920","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:24:13.5787083Z'/><EventRecordID>2415</EventRecordID><Correlation/><Execution ProcessID='10336' ThreadID='3920'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>112</Data><Data Name='HiveName'>\??\C:\Users\test\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat</Data><Data Name='KeysUpdated'>22</Data><Data Name='DirtyPages'>2</Data></EventData></Event>"
ï»¿"2416","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690881855"," "," ","13104","7908","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:24:15.4939711Z'/><EventRecordID>2416</EventRecordID><Correlation/><Execution ProcessID='13104' ThreadID='7908'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>105</Data><Data Name='HiveName'>\??\C:\Users\test\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat</Data><Data Name='KeysUpdated'>4</Data><Data Name='DirtyPages'>1</Data></EventData></Event>"
ï»¿"2417","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690881860"," "," ","7624","10060","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:24:20.3057258Z'/><EventRecordID>2417</EventRecordID><Correlation/><Execution ProcessID='7624' ThreadID='10060'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>99</Data><Data Name='HiveName'>\??\C:\Users\test\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat</Data><Data Name='KeysUpdated'>10</Data><Data Name='DirtyPages'>2</Data></EventData></Event>"
ï»¿"2418","Service Control Manager","{555908D1-A6D7-4695-8E1E-26931D2012F4}","1073748864","0","INFORMATION"," ","0","0","1690882001"," "," ","676","868","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Service Control Manager' Guid='{555908d1-a6d7-4695-8e1e-26931d2012f4}' EventSourceName='Service Control Manager'/><EventID Qualifiers='16384'>7040</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:26:41.8759335Z'/><EventRecordID>2418</EventRecordID><Correlation/><Execution ProcessID='676' ThreadID='868'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='param1'>Background Intelligent Transfer Service</Data><Data Name='param2'>¦Û°Ê±Ò°Ê</Data><Data Name='param3'>«ü©w±Ò°Ê</Data><Data Name='param4'>BITS</Data></EventData></Event>"
ï»¿"2419","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","44","1","INFORMATION"," ","1","12","1690882020"," "," ","13208","7656","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>44</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>12</Opcode><Keywords>0x8000000000002004</Keywords><TimeCreated SystemTime='2023-08-01T09:27:00.8910304Z'/><EventRecordID>2419</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='7656'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJBH4-Microsoft.Windows.Photos</Data><Data Name='updateGuid'>{22e039a7-c1e8-4a18-a934-eff07ee02b0b}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2420","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","44","1","INFORMATION"," ","1","12","1690882020"," "," ","13208","7656","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>44</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>12</Opcode><Keywords>0x8000000000002004</Keywords><TimeCreated SystemTime='2023-08-01T09:27:00.8910331Z'/><EventRecordID>2420</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='7656'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJ364-MICROSOFT.SKYPEAPP</Data><Data Name='updateGuid'>{a16d2f7c-6958-48fd-86ff-089480389293}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2421","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","44","1","INFORMATION"," ","1","12","1690882020"," "," ","13208","7656","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>44</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>12</Opcode><Keywords>0x8000000000002004</Keywords><TimeCreated SystemTime='2023-08-01T09:27:00.8910351Z'/><EventRecordID>2421</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='7656'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9P105T65H4Z5-Microsoft.WindowsAppRuntime.1.3</Data><Data Name='updateGuid'>{a08509ed-b09f-410b-9d5b-b94e007d7ba1}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2422","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","44","1","INFORMATION"," ","1","12","1690882026"," "," ","13208","7656","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>44</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>12</Opcode><Keywords>0x8000000000002004</Keywords><TimeCreated SystemTime='2023-08-01T09:27:06.7736320Z'/><EventRecordID>2422</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='7656'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9NMPJ99VJBWV-Microsoft.YourPhone</Data><Data Name='updateGuid'>{c685fe6a-1a55-4651-850d-a7c031531551}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2423","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690882043"," "," ","9064","8940","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:27:23.1684122Z'/><EventRecordID>2423</EventRecordID><Correlation/><Execution ProcessID='9064' ThreadID='8940'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>131</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_15.100.3203.0_x64__kzf8qxf38zg5c\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"2424","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","43","1","INFORMATION"," ","1","13","1690882045"," "," ","13208","11048","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>43</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000002008</Keywords><TimeCreated SystemTime='2023-08-01T09:27:25.6774319Z'/><EventRecordID>2424</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='11048'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJ364-MICROSOFT.SKYPEAPP</Data><Data Name='updateGuid'>{a16d2f7c-6958-48fd-86ff-089480389293}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2425","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690882046"," "," ","9064","8940","System","DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:27:26.9182512Z'/><EventRecordID>2425</EventRecordID><Correlation/><Execution ProcessID='9064' ThreadID='8940'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-21-2081973557-1603719640-2355346784-1001'/></System><EventData><Data Name='HiveNameLength'>95</Data><Data Name='HiveName'>\??\C:\Users\test\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat</Data><Data Name='KeysUpdated'>1</Data><Data Name='DirtyPages'>1</Data></EventData></Event>"
ï»¿"2426","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","19","1","INFORMATION"," ","1","13","1690882049","{28475758-C105-0001-6F27-482805C1D901}"," ","13208","11048","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>19</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000000018</Keywords><TimeCreated SystemTime='2023-08-01T09:27:29.7349789Z'/><EventRecordID>2426</EventRecordID><Correlation ActivityID='{28475758-c105-0001-6f27-482805c1d901}'/><Execution ProcessID='13208' ThreadID='11048'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJ364-MICROSOFT.SKYPEAPP</Data><Data Name='updateGuid'>{a16d2f7c-6958-48fd-86ff-089480389293}</Data><Data Name='updateRevisionNumber'>1</Data><Data Name='serviceGuid'>{855e8a7c-ecb4-4ca3-b045-1dfa50104289}</Data></EventData></Event>"
ï»¿"2427","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690882059"," "," ","9064","5224","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:27:39.8450352Z'/><EventRecordID>2427</EventRecordID><Correlation/><Execution ProcessID='9064' ThreadID='5224'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>142</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Photos_2023.10070.17002.0_x64__8wekyb3d8bbwe\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"2428","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","43","1","INFORMATION"," ","1","13","1690882064"," "," ","13208","6724","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>43</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000002008</Keywords><TimeCreated SystemTime='2023-08-01T09:27:44.6852329Z'/><EventRecordID>2428</EventRecordID><Correlation/><Execution ProcessID='13208' ThreadID='6724'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJBH4-Microsoft.Windows.Photos</Data><Data Name='updateGuid'>{22e039a7-c1e8-4a18-a934-eff07ee02b0b}</Data><Data Name='updateRevisionNumber'>1</Data></EventData></Event>"
ï»¿"2429","Microsoft-Windows-WindowsUpdateClient","{945A8954-C147-4ACD-923F-40C45405A658}","19","1","INFORMATION"," ","1","13","1690882069","{28475758-C105-0001-C42B-482805C1D901}"," ","13208","6724","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-WindowsUpdateClient' Guid='{945a8954-c147-4acd-923f-40c45405a658}'/><EventID>19</EventID><Version>1</Version><Level>4</Level><Task>1</Task><Opcode>13</Opcode><Keywords>0x8000000000000018</Keywords><TimeCreated SystemTime='2023-08-01T09:27:49.0041477Z'/><EventRecordID>2429</EventRecordID><Correlation ActivityID='{28475758-c105-0001-c42b-482805c1d901}'/><Execution ProcessID='13208' ThreadID='6724'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='updateTitle'>9WZDNCRFJBH4-Microsoft.Windows.Photos</Data><Data Name='updateGuid'>{22e039a7-c1e8-4a18-a934-eff07ee02b0b}</Data><Data Name='updateRevisionNumber'>1</Data><Data Name='serviceGuid'>{855e8a7c-ecb4-4ca3-b045-1dfa50104289}</Data></EventData></Event>"
ï»¿"2430","Microsoft-Windows-DistributedCOM","{1B562E86-B7AA-4131-BADC-B6F3A001407E}","10016","0","WARNING"," ","0","0","1690882069","{228AD2C1-12BF-46FC-82AE-0BE8F873F280}"," ","980","12732","System","DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-DistributedCOM' Guid='{1B562E86-B7AA-4131-BADC-B6F3A001407E}' EventSourceName='DCOM'/><EventID Qualifiers='0'>10016</EventID><Version>0</Version><Level>3</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:27:49.6325398Z'/><EventRecordID>2430</EventRecordID><Correlation ActivityID='{228ad2c1-12bf-46fc-82ae-0be8f873f280}'/><Execution ProcessID='980' ThreadID='12732'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-21-2081973557-1603719640-2355346784-1001'/></System><EventData><Data Name='param1'>¹q¸£¹w³]</Data><Data Name='param2'>¥»¾÷</Data><Data Name='param3'>±Ò¥Î</Data><Data Name='param4'>{C2F03A33-21F5-47FA-B4BB-156362A2F239}</Data><Data Name='param5'>{316CDED5-E4AE-4B15-9113-7055D84DCC97}</Data><Data Name='param6'>DESKTOP-TC5H5CS</Data><Data Name='param7'>test</Data><Data Name='param8'>S-1-5-21-2081973557-1603719640-2355346784-1001</Data><Data Name='param9'>LocalHost (¨Ï¥Î LRPC)</Data><Data Name='param10'>Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy</Data><Data Name='param11'>S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708</Data></EventData></Event>"
ï»¿"2431","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1690882148"," "," ","9064","10104","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-08-01T09:29:08.4660685Z'/><EventRecordID>2431</EventRecordID><Correlation/><Execution ProcessID='9064' ThreadID='10104'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>132</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_1.23052.125.0_x64__8wekyb3d8bbwe\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
